,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,target
0.0,-0.00011806306899797588,-0.00011806306945037942,0.0001180630731557656,0.00011806307504437157,-0.00011806307279675027,-0.00011806307527525829,-0.00011806306898430976,0.0001180630940296069,0.00011806307384458909,-0.00011806306787901519,-0.0001180630692854882,-0.00011806306904708096,-0.00011806306998364552,-0.00011806307201912775,-0.00011806301025667988,-0.00011806304534017801,-0.00011806306990856922,-0.000118063070017068,-0.00011806307156229554,0.00011806306552464353,-0.00011806307209943132,-0.00011806306999125036,-0.00011806306215178114,0.00011806307163432606,0.0001180630708761275,0.00011806307100553486,-0.00011806307205570267,-0.00011806310361558379,-0.00011806307396683786,-0.00011806307172142127,-0.00011806306954769047,-0.00011806307099928285,0.00011806306911890316,-0.00011806307262357063,-0.00011806307103929247,-0.00011806306931143803,-0.00011806307076849863,-0.00011806306426926998,0.00011806307970088075,-0.00011806307392955297,-0.00011806310055312606,-0.00011806307471734467,-0.00011806308690028688,0.00011806306570750968,0.00011806307158672587,0.00011806307133201289,0.00011806306652171679,0.00011806307263922299,-0.00011806306098140295,0.00011806308530280052,0.00011806307195080061,0.00011806299525681926,-0.00011806307206600861,-0.00011806307687500636,0.0001180630663491975,-0.00011806307605226435,-0.00011806307330217799,-0.00011806307092125716,-0.00011806307132961788,0.00011806306732940766,-0.0001180630720375508,-0.0001180630703557156,-0.00011806305605118391,-0.0001180630714111726,0.00011806307554319385,-0.00011806306976530945,0.00011806306624319567,0.00011806307031232767,0.00011806306738179364,-0.00011806307689394156,-0.0001180630770665092,0.0001180630702752503,0.00011806306880611605,0.00011806306602747405,-0.00011806307208844868,-0.00011806306533892908,0.00011806307169493468,-0.00011806307553925035,0.00011806307334119373,-0.00011806307225656637,0.00011806307146212121,0.00011806307079083524,-0.00011806307226509378,-0.00011806306723606738,-0.00011806306840261151,-0.00011806306883711954,-0.00011806306207040659,0.00011806308344966406,-0.00011806307405950999,0.00011806306933455617,-0.00011806307393506109,-0.00011806307386707573,0.00011806307135367645,0.00011806306951077268,0.0001180630539162384,-0.00011806307093361483,-0.00011806306889241963,-0.00011806307556128809,0.00011806302888474044,0.00011806306710988966,-0.00011806307260610861,-0.0001180630691541776,0.00011806307007173273,0.00011806307136012431,-0.00011806306898086485,0.00011806308382804325,0.00011806307195308621,0.00011806306978733929,0.00011806309684278322,0.00011806307263101745,0.00011806307063034907,0.00011806310191707916,0.00011806306822609671,-0.00011806307995260927,-0.00011806310829323224,0.00011806306677295867,-0.00011806307317690706,-0.00011806315338618862,-0.00011806306792206013,-0.00011806307253367431,nontask
2.2,0.0007740554914912703,0.0007740554894575045,-0.0007740554868476732,-0.0007740554877117733,0.0007740554891274411,0.0007740554877623832,0.0007740554912438833,-0.000774055488498918,-0.0007740554892542344,0.0007740554862361822,0.0007740554747160369,0.0007740554888773013,0.0007740554899875726,0.0007740554894443653,0.0007740554981722932,0.0007740554890430192,0.0007740554885789458,0.0007740554882414949,0.0007740554875551766,-0.0007740554902477303,0.0007740554883811252,0.0007740554879716452,0.0007740554862281021,-0.0007740554882646826,-0.0007740554903436181,-0.0007740554899273896,0.0007740554904208169,0.0007740554822725344,0.0007740554868722362,0.0007740554888931504,0.0007740554877132254,0.0007740554896538951,-0.0007740554891498052,0.0007740554885866883,0.000774055490363688,0.0007740554891133837,0.0007740554896946413,0.0007740554872241338,-0.0007740554867893464,0.0007740554885510157,0.0007740554593168553,0.0007740554892594047,0.0007740554772631363,-0.0007740554883183131,-0.0007740554895753478,-0.0007740554885312809,-0.0007740554898862267,-0.0007740554909811347,0.0007740554833309452,-0.0007740554901621753,-0.0007740554897583405,-0.000774055503747337,0.0007740554884221843,0.0007740554903818531,-0.0007740554909711132,0.0007740554781833525,0.0007740554874865696,0.0007740554881551751,0.0007740554881296204,-0.0007740554875877592,0.0007740554892445308,0.0007740554888368804,0.0007740554789248127,0.0007740554891441964,-0.0007740554896498864,0.0007740554885007821,-0.000774055490143398,-0.0007740554890994575,-0.000774055488979261,0.0007740554873528192,0.0007740554988768177,-0.0007740554859644966,-0.0007740554876892906,-0.0007740554894739035,0.0007740554897733052,0.000774055488009847,-0.0007740554885971926,0.0007740554872538165,-0.0007740554896825352,0.0007740554888284154,-0.0007740554897460038,-0.000774055491066173,0.0007740554898743374,0.0007740554879424902,0.0007740555177085162,0.0007740554874952086,0.0007740554850848509,-0.0007740554883952205,0.0007740554872559121,-0.0007740554889047612,0.0007740554889771646,0.0007740554880078266,-0.0007740554884566838,-0.0007740554917921924,-0.0007740554921670593,0.0007740554886213449,0.0007740554905830319,0.0007740554902305351,-0.0007740554593861953,-0.0007740554895911598,0.0007740554896344576,0.000774055488914213,-0.0007740554896061586,-0.0007740554898545434,0.0007740554890259934,-0.0007740554860305202,-0.0007740554907524019,-0.0007740554887191708,-0.0007740555034067273,-0.0007740554889164438,-0.0007740554866898112,-0.0007740554967731947,-0.0007740554879663569,0.0007740554881059127,0.0007740554746281383,-0.0007740554921437621,0.0007740554874778122,0.0007740553555363442,0.0007740554914087442,0.0007740554890866519,nontask
4.4,-0.0027542181850993656,-0.002754218185048842,0.0027542181847477845,0.002754218182778478,-0.0027542181867011824,-0.002754218184702163,-0.002754218188889925,0.0027542181702046773,0.002754218185216498,-0.002754218187712787,-0.002754218200066651,-0.0027542181868509545,-0.0027542181888782474,-0.002754218185301007,-0.0027542181938998915,-0.0027542181797412376,-0.002754218184551021,-0.002754218184792221,-0.0027542181887122907,0.0027542181838272894,-0.0027542181882593856,-0.0027542181871845336,-0.0027542181890821012,0.002754218184895334,0.0027542181887256125,0.002754218186758642,-0.0027542181864348364,-0.0027542181977475554,-0.002754218183512784,-0.0027542181839349616,-0.0027542181839096693,-0.002754218186326031,0.002754218183737732,-0.0027542181863995058,-0.0027542181855364466,-0.002754218185378076,-0.0027542181872331913,-0.0027542181877631905,0.0027542181845835075,-0.0027542181757499646,-0.0027542181574698177,-0.002754218188364154,-0.0027542181891247403,0.0027542181844638415,0.0027542181854808695,0.002754218181375845,0.002754218184405811,0.002754218185588313,-0.002754218190143707,0.0027542181864475186,0.0027542181864512985,0.002754218198840042,-0.002754218185721149,-0.002754218193045921,0.002754218186723239,-0.002754218169591326,-0.0027542181842500663,-0.0027542181875494258,-0.0027542181876699366,0.0027542181850762947,-0.0027542181841005244,-0.002754218185381777,-0.0027542181843542633,-0.002754218185941721,0.0027542181822152556,-0.00275421818362371,0.0027542181904972847,0.0027542181853154497,0.002754218185004805,-0.002754218188726326,-0.002754218198386748,0.002754218185677693,0.002754218184639775,0.0027542181855610345,-0.0027542181849301325,-0.0027542181863696455,0.002754218185993741,-0.0027542181873543648,0.0027542181849126482,-0.0027542181840075346,0.002754218184895262,0.002754218183874357,-0.002754218187158793,-0.00275421818470537,-0.002754218223578155,-0.0027542181888198934,-0.002754218186977666,0.0027542181687149254,-0.00275421818065624,0.002754218184334361,-0.002754218182996509,-0.0027542181796203356,0.0027542181845118686,0.0027542181875716814,0.002754218198809472,-0.002754218181813509,-0.0027542181889289143,-0.0027542181860002652,0.002754218172720067,0.002754218184157055,-0.0027542181874934137,-0.002754218185628641,0.002754218184819552,0.0027542181840519583,-0.002754218195596399,0.0027542181785108946,0.0027542181843321894,0.00275421818389311,0.002754218176098077,0.002754218188276734,0.0027542181871675797,0.0027542182139905086,0.0027542181847535377,-0.002754218178416062,-0.0027542181676870575,0.0027542181881367715,-0.0027542181873101744,-0.0027542182349837773,-0.002754218186949865,-0.002754218187776634,nontask
6.6,0.00711778468405765,0.007117784683350968,-0.0071177846814738065,-0.00711778468478576,0.0071177846842663635,0.007117784683799618,0.007117784681771362,-0.007117784685993226,-0.007117784683923105,0.007117784681597296,0.007117784667881742,0.007117784682484197,0.007117784682140655,0.007117784684154272,0.007117784649767251,0.007117784672701419,0.007117784681829816,0.007117784681489101,0.007117784683098769,-0.007117784684138635,0.00711778468059957,0.0071177846838726,0.007117784680051973,-0.007117784677984395,-0.007117784683899322,-0.0071177846853134824,0.007117784683383939,0.007117784697238763,0.0071177846827905214,0.00711778468298979,0.007117784682357071,0.007117784683912042,-0.007117784681701042,0.007117784681181545,0.00711778468334492,0.007117784683644246,0.007117784683687895,0.007117784681721957,-0.007117784682757429,0.007117784687522082,0.007117784705708549,0.007117784681737682,0.007117784677915239,-0.007117784685311401,-0.007117784681316107,-0.0071177846789368315,-0.007117784683016515,-0.007117784684175293,0.007117784675906948,-0.007117784686877216,-0.007117784684292593,-0.007117784660000513,0.007117784684688209,0.007117784695038112,-0.007117784678937435,0.007117784677795578,0.007117784682117808,0.007117784681803937,0.007117784686630196,-0.007117784682006975,0.007117784683039876,0.0071177846819185315,0.007117784678556145,0.007117784682442263,-0.007117784690822542,0.0071177846805781765,-0.00711778468495644,-0.007117784682735748,-0.007117784681320889,0.007117784684240383,0.007117784675040848,-0.0071177846816531925,-0.007117784681817162,-0.007117784682132758,0.0071177846832447276,0.007117784680027767,-0.007117784683849699,0.007117784687106675,-0.00711778468605029,0.007117784683548394,-0.007117784683797065,-0.007117784684089166,0.007117784679648381,0.007117784679179805,0.007117784660042214,0.007117784682804221,0.007117784682401689,-0.007117784683008007,0.007117784684139682,-0.007117784682021932,0.0071177846859639396,0.007117784685545123,-0.007117784683392721,-0.007117784684577849,-0.0071177846553519735,0.007117784684934044,0.007117784681301474,0.007117784685405257,-0.007117784682887507,-0.007117784682073895,0.007117784683559818,0.007117784681869262,-0.007117784684722058,-0.0071177846836408655,0.007117784678632897,-0.00711778469545912,-0.007117784681484481,-0.007117784684051863,-0.007117784700303658,-0.007117784681615511,-0.007117784683557519,-0.007117784646386847,-0.007117784683043787,0.007117784686263529,0.007117784699481695,-0.007117784679239578,0.007117784682529997,0.007117784725708666,0.007117784679901216,0.007117784684779106,nontask
8.8,-0.014985272404292831,-0.01498527240451148,0.014985272401286946,0.01498527239788253,-0.014985272403676187,-0.014985272409511469,-0.014985272401200194,0.014985272407292308,0.014985272400777901,-0.01498527240519906,-0.014985272398140943,-0.014985272404208664,-0.014985272402639934,-0.0149852724017915,-0.014985272412512334,-0.014985272413866851,-0.014985272404705962,-0.014985272403632713,-0.014985272403375965,0.014985272406178758,-0.014985272402027091,-0.014985272402959132,-0.014985272408067157,0.014985272402910149,0.01498527240407742,0.014985272402351183,-0.014985272402528534,-0.014985272398198744,-0.01498527240447869,-0.014985272402447791,-0.014985272386683327,-0.01498527240132865,0.014985272402481683,-0.014985272404421945,-0.014985272403504581,-0.014985272404360735,-0.014985272402843338,-0.014985272404938946,0.014985272396505715,-0.014985272405947755,-0.014985272386019466,-0.014985272401135855,-0.01498527237909201,0.014985272405291933,0.014985272404183575,0.014985272405622857,0.014985272404418683,0.014985272404161174,-0.014985272401396167,0.014985272403286972,0.014985272403305496,0.014985272416652623,-0.01498527240402745,-0.014985272412119452,0.014985272404547709,-0.014985272415564512,-0.014985272400309186,-0.014985272403024729,-0.014985272404268809,0.014985272403058306,-0.01498527240334278,-0.014985272403606198,-0.014985272412626588,-0.014985272403315526,0.014985272407859431,-0.01498527240322668,0.014985272400950317,0.014985272403393443,0.014985272404972532,-0.014985272400639165,-0.01498527240104491,0.014985272404026476,0.014985272405003724,0.014985272404407652,-0.014985272402168492,-0.014985272402607441,0.01498527240800263,-0.014985272404372071,0.014985272401437415,-0.014985272404496881,0.014985272404310456,0.014985272405615348,-0.01498527240482432,-0.01498527240456169,-0.014985272469827133,-0.014985272405395458,-0.014985272404802739,0.014985272398654367,-0.014985272401821863,0.014985272402785677,-0.014985272400678797,-0.014985272405069824,0.014985272404389387,0.014985272410441581,0.014985272411929247,-0.014985272403917404,-0.014985272405828021,-0.01498527240391978,0.014985272416604504,0.014985272405906415,-0.014985272403220649,-0.01498527240366272,0.014985272404291913,0.014985272404254997,-0.014985272405135981,0.014985272399355376,0.0149852724039309,0.014985272402158462,0.014985272394585426,0.014985272403087162,0.014985272402226989,0.014985272390601215,0.014985272404535283,-0.014985272400388803,-0.01498527238532093,0.014985272405450558,-0.01498527240316557,-0.014985272351105874,-0.01498527240477378,-0.014985272403261144,nontask
11.0,0.027392992416999915,0.027392992420275465,-0.027392992411264618,-0.027392992415988634,0.02739299241717366,0.027392992418710127,0.02739299241821057,-0.02739299242964032,-0.027392992416596606,0.027392992418162846,0.027392992418643767,0.027392992416758306,0.027392992416892317,0.027392992418545578,0.027392992411802757,0.0273929924222794,0.027392992417466122,0.027392992416204173,0.027392992415504063,-0.027392992412455134,0.027392992418689324,0.027392992416929433,0.02739299241406046,-0.027392992417656244,-0.02739299241562543,-0.02739299241269464,0.027392992417277166,0.027392992415031063,0.027392992416862882,0.027392992416552787,0.027392992416220285,0.027392992414210993,-0.027392992419115227,0.027392992415986916,0.0273929924161017,0.027392992413848884,0.027392992414985873,0.02739299241397611,-0.02739299241989516,0.027392992420103,0.02739299239760665,0.027392992416978124,0.027392992421681295,-0.027392992414371833,-0.027392992418335767,-0.02739299242378164,-0.027392992414189837,-0.02739299241398162,0.027392992412457615,-0.02739299242612387,-0.027392992416786267,-0.027392992401012287,0.027392992418247587,0.02739299241979838,-0.027392992416996456,0.02739299241385251,0.027392992418578573,0.02739299241697169,0.02739299241714836,-0.02739299241578767,0.027392992416849483,0.02739299241695889,0.027392992430421943,0.027392992416827373,-0.027392992424838947,0.02739299241771928,-0.02739299241361744,-0.027392992416837847,-0.027392992417429145,0.027392992415858786,0.027392992419927122,-0.027392992418728238,-0.02739299241815682,-0.027392992413759934,0.0273929924163558,0.027392992416921776,-0.02739299241599775,0.02739299241497046,-0.02739299241503014,0.027392992418809072,-0.02739299241742922,-0.027392992417361647,0.02739299241940782,0.02739299241785379,0.027392992466876757,0.027392992417657677,0.027392992419335547,-0.027392992430912633,0.027392992415856052,-0.027392992418179992,0.027392992413089328,0.027392992416325795,-0.02739299241542248,-0.02739299241857157,-0.027392992435508422,0.027392992416627553,0.027392992416821672,0.027392992416036,-0.027392992407955584,-0.027392992414478384,0.027392992417771742,0.02739299241566336,-0.02739299241494533,-0.02739299241584626,0.027392992415721237,-0.02739299242550507,-0.027392992417858805,-0.02739299241354632,-0.02739299241620816,-0.02739299241646296,-0.02739299241802803,-0.027392992424922075,-0.02739299241464396,0.027392992416039288,0.027392992406350493,-0.02739299241678868,0.027392992416264115,0.02739299254385179,0.02739299241672805,0.027392992415885564,nontask
13.2,-0.04526809867585416,-0.045268098674884565,0.045268098671705524,0.04526809867371638,-0.04526809867418976,-0.045268098673484226,-0.045268098673819146,0.04526809866428742,0.045268098673239644,-0.045268098674412914,-0.04526809868434672,-0.04526809867418592,-0.04526809867446529,-0.04526809867745658,-0.045268098725074514,-0.045268098684045424,-0.04526809867443579,-0.04526809867402285,-0.04526809867320195,0.045268098671065723,-0.0452680986723892,-0.04526809867358512,-0.04526809868059677,0.045268098672604146,0.04526809867473018,0.04526809867249568,-0.045268098676019906,-0.04526809866849679,-0.045268098674103426,-0.045268098673297404,-0.04526809867599679,-0.04526809867572194,0.0452680986709225,-0.045268098673693975,-0.04526809867352153,-0.04526809867431458,-0.04526809867498521,-0.045268098675418755,0.04526809867249517,-0.04526809867657428,-0.045268098691725336,-0.0452680986735124,-0.04526809867311052,0.045268098678169416,0.045268098675908024,0.04526809867694358,0.045268098678385514,0.04526809867614399,-0.04526809867401937,0.04526809867886339,0.04526809867685583,0.04526809866740401,-0.04526809867631738,-0.04526809868810481,0.04526809867768329,-0.04526809867041585,-0.04526809867358727,-0.04526809867489028,-0.045268098674567075,0.04526809867173473,-0.04526809867485224,-0.04526809867432358,-0.04526809866507282,-0.04526809867495862,0.045268098677971005,-0.045268098674641696,0.04526809866159839,0.045268098675145335,0.04526809867462329,-0.04526809867564225,-0.045268098670428115,0.04526809867591653,0.04526809867705749,0.045268098676590006,-0.04526809867496208,-0.04526809867112225,0.045268098676185815,-0.04526809867506244,0.04526809867318269,-0.045268098676306025,0.04526809867610434,0.04526809867566048,-0.04526809867384761,-0.0452680986769951,-0.04526809874126365,-0.04526809867479178,-0.045268098676896025,0.0452680986481346,-0.04526809867731537,0.045268098674993734,-0.04526809867457817,-0.0452680986768958,0.04526809867306775,0.04526809867237759,0.04526809867185404,-0.04526809867426784,-0.045268098674295404,-0.045268098672625684,0.045268098684408,0.045268098673124244,-0.04526809867611291,-0.045268098674374035,0.045268098672839846,0.04526809867234364,-0.045268098673144484,0.04526809866365184,0.04526809867296686,0.045268098674408466,0.045268098646545955,0.045268098673529024,0.04526809867372574,0.0452680986561424,0.04526809867486865,-0.045268098677643163,-0.04526809865955219,0.04526809867607103,-0.04526809867511073,-0.04526809874196907,-0.04526809867638115,-0.04526809867417741,nontask
15.4,0.06940462518046984,0.06940462518092591,-0.06940462518307779,-0.06940462518124835,0.06940462518078996,0.06940462517917859,0.06940462517941366,-0.06940462518225271,-0.06940462518147947,0.06940462517963401,0.06940462517116588,0.06940462518130207,0.06940462518100766,0.06940462518327892,0.0694046251847293,0.06940462518282671,0.06940462518098388,0.06940462518098142,0.06940462518160928,-0.06940462518302937,0.06940462517957068,0.0694046251800179,0.06940462518005093,-0.0694046251802238,-0.06940462518098807,-0.06940462517678046,0.06940462518221951,0.06940462517330616,0.06940462518143257,0.06940462518135236,0.06940462518193925,0.06940462518155789,-0.06940462517912104,0.06940462518213562,0.06940462517986798,0.06940462518146093,0.0694046251820642,0.06940462518100013,-0.06940462517810374,0.06940462519383601,0.06940462522545751,0.06940462518058026,0.06940462518023156,-0.06940462518137819,-0.06940462518370591,-0.06940462518530074,-0.06940462518103632,-0.06940462518210468,0.06940462518562927,-0.0694046251924453,-0.06940462518366411,-0.0694046251560936,0.06940462518369692,0.0694046251818371,-0.06940462517513478,0.06940462519440746,0.0694046251815809,0.069404625181672,0.0694046251825762,-0.06940462518925127,0.06940462518088396,0.06940462518112533,0.0694046251950782,0.0694046251822058,-0.06940462518321985,0.06940462518216683,-0.06940462515599925,-0.06940462518126406,-0.0694046251810937,0.06940462517936166,0.06940462518220672,-0.0694046251816562,-0.06940462517986397,-0.06940462518119751,0.0694046251818404,0.06940462517720138,-0.06940462518003804,0.06940462518015054,-0.06940462517901783,0.06940462518336366,-0.06940462518208174,-0.06940462518533339,0.06940462518219925,0.06940462518229056,0.06940462516519141,0.06940462517927277,0.06940462518633722,-0.06940462517609852,0.0694046251816695,-0.06940462518241147,0.06940462518373397,0.06940462518407746,-0.06940462518246925,-0.06940462516827516,-0.06940462517429899,0.06940462518222931,0.06940462518188409,0.06940462518062372,-0.06940462517144036,-0.0694046251796407,0.06940462518353481,0.0694046251819155,-0.0694046251805181,-0.06940462518032055,0.06940462518137132,-0.06940462517096574,-0.0694046251790527,-0.0694046251805084,-0.06940462518781956,-0.06940462518215992,-0.06940462518073667,-0.06940462517345745,-0.06940462518195387,0.06940462518068793,0.06940462515139584,-0.06940462518039402,0.06940462518162957,0.06940462509806523,0.06940462517952944,0.06940462518096494,indoor
17.6,-0.10044348612105228,-0.10044348612023453,0.10044348612463212,0.10044348612181944,-0.10044348612074923,-0.10044348611954355,-0.10044348611738205,0.10044348612909054,0.10044348612063796,-0.10044348611736802,-0.10044348611166493,-0.10044348612066492,-0.10044348612047231,-0.10044348612127908,-0.10044348607918362,-0.10044348611247665,-0.10044348612035178,-0.10044348612062916,-0.10044348612017023,0.10044348611915722,-0.10044348611960938,-0.10044348612001856,-0.10044348611347821,0.1004434861219523,0.10044348612027688,0.10044348612164156,-0.10044348612004425,-0.10044348613692917,-0.1004434861200112,-0.10044348612165271,-0.10044348612717291,-0.10044348612090183,0.10044348612057712,-0.10044348611946269,-0.10044348612065523,-0.10044348612249601,-0.1004434861210434,-0.10044348611898964,0.10044348611943944,-0.10044348612131318,-0.10044348615413086,-0.10044348612076764,-0.10044348612277826,0.10044348611998981,0.1004434861232141,0.10044348611998229,0.10044348612169733,0.10044348611944906,-0.10044348611688775,0.1004434861356233,0.10044348612052399,0.1004434861155992,-0.10044348612142018,-0.10044348611709919,0.10044348611699314,-0.10044348613555781,-0.10044348612014976,-0.10044348612072404,-0.10044348612250431,0.10044348612231563,-0.10044348612142447,-0.10044348612154481,-0.10044348611445017,-0.10044348612152905,0.10044348612000314,-0.10044348612193553,0.10044348612531408,0.10044348612163381,0.10044348612054164,-0.10044348611959734,-0.10044348612053229,0.10044348612185282,0.10044348611957864,0.10044348611837747,-0.10044348612034852,-0.10044348611776123,0.10044348610546734,-0.10044348612054288,0.100443486118802,-0.10044348611771378,0.10044348612033181,0.10044348611951262,-0.10044348611742833,-0.100443486121527,-0.10044348609312245,-0.1004434861211273,-0.1004434861184179,0.10044348614146598,-0.10044348612538484,0.10044348612035219,-0.1004434861207187,-0.10044348611901908,0.10044348612206944,0.10044348611141722,0.10044348611871937,-0.10044348612240978,-0.10044348612097306,-0.1004434861211638,0.10044348611052155,0.1004434861208139,-0.10044348612049767,-0.10044348612101828,0.10044348612022803,0.10044348612031834,-0.10044348611989268,0.10044348611318532,0.10044348611955288,0.10044348612056865,0.10044348612461587,0.1004434861217943,0.10044348612092383,0.10044348612240886,0.10044348612004599,-0.10044348611971783,-0.10044348612233342,0.10044348611634119,-0.10044348612031508,-0.10044348614886969,-0.10044348611870778,-0.10044348612073269,indoor
19.8,0.1388537309602471,0.13885373096241202,-0.13885373095727926,-0.13885373096100584,0.1388537309591122,0.1388537309621601,0.1388537309609761,-0.13885373096167666,-0.138853730961554,0.1388537309611233,0.13885373096288228,0.13885373096100012,0.1388537309623674,0.13885373096196119,0.13885373096288506,0.13885373096134315,0.1388537309608112,0.1388537309613529,0.138853730962153,-0.13885373096105316,0.13885373096204717,0.1388537309601567,0.1388537309604999,-0.13885373095861064,-0.13885373096136533,-0.1388537309632111,0.13885373096064788,0.1388537309572864,0.13885373096052578,0.13885373096069717,0.13885373095807566,0.13885373096142942,-0.13885373096075332,0.13885373096038997,0.13885373096052198,0.13885373095980624,0.13885373095911616,0.13885373096305925,-0.13885373096135906,0.13885373096758466,0.138853730968621,0.13885373096165088,0.1388537309642556,-0.13885373095930487,-0.13885373096075398,-0.13885373096252507,-0.13885373096144263,-0.13885373096240125,0.13885373095702216,-0.1388537309646156,-0.1388537309605702,-0.1388537309768976,0.13885373096010736,0.13885373095165054,-0.13885373096245682,0.13885373095826778,0.138853730960453,0.13885373096165674,0.13885373096201317,-0.13885373095791317,0.1388537309599157,0.138853730959698,0.13885373094672407,0.13885373096065184,-0.13885373095566225,0.13885373096520648,-0.13885373095992154,-0.13885373096116788,-0.13885373096038794,0.13885373096489897,0.13885373096272682,-0.13885373096107242,-0.13885373096056416,-0.1388537309628105,0.13885373095927422,0.1388537309608896,-0.13885373096305295,0.1388537309598903,-0.1388537309608613,0.1388537309624109,-0.13885373096112572,-0.13885373096018533,0.13885373096253023,0.13885373096388198,0.13885373097905337,0.13885373096113462,0.1388537309609239,-0.13885373095753054,0.13885373095931836,-0.13885373095951536,0.138853730961659,0.13885373096225015,-0.1388537309614861,-0.13885373097214251,-0.13885373095818723,0.1388537309597464,0.1388537309621045,0.13885373096192616,-0.13885373095586495,-0.1388537309591573,0.13885373096070677,0.13885373096136638,-0.13885373096156434,-0.13885373096069278,0.13885373096200182,-0.13885373095867545,-0.1388537309607099,-0.13885373096105041,-0.1388537309488869,-0.13885373096113635,-0.1388537309615096,-0.1388537309618538,-0.13885373096172024,0.13885373096488685,0.13885373097089304,-0.13885373095922843,0.13885373096249634,0.1388537309914577,0.13885373095912193,0.13885373096152853,indoor
